Date,Transaction Type,Vch No,Ref No,Reference Type,Reference Date,Debtor,Reference Amount,Amount,Particulars,Vch Type,Amount Verified
20200701,Child,SSI20210628,SSI20210628,New Ref,,Cycle Zone- North,-45360.0,NA,Cycle Zone- North,Receipt,NO
20200701,Parent,SSI20210628,NA,NA,,Cycle Zone- North,NA,0,Cycle Zone- North,Receipt,NO
20200701,Child,SSI20210629,SSI20210629,New Ref,,Cycle Zone- North,-110024.0,NA,Cycle Zone- North,Receipt,NO
20200701,Parent,SSI20210629,NA,NA,,Cycle Zone- North,NA,0,Cycle Zone- North,Receipt,NO
20200701,Child,SSI20210630,SSI20210630,New Ref,,Cycle Zone- North,-6421.0,NA,Cycle Zone- North,Receipt,NO
20200701,Parent,SSI20210630,NA,NA,,Cycle Zone- North,NA,0,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI19203052,Agst Ref,,Cycle Zone- North,43531.22,NA,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI19203053,Agst Ref,,Cycle Zone- North,30240.0,NA,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI19203054,Agst Ref,,Cycle Zone- North,18564.0,NA,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI19203055,Agst Ref,,Cycle Zone- North,39330.0,NA,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI19203056,Agst Ref,,Cycle Zone- North,1070.0,NA,Cycle Zone- North,Receipt,NO
20200701,Child,399,SSI20210261,Agst Ref,,Cycle Zone- North,67264.78,NA,Cycle Zone- North,Receipt,NO
20200701,Other,399,NA,NA,,Standard Chartered Bank,NA,-200000.00,Standard Chartered Bank,Receipt,NO
20200701,Other,399,NA,NA,,Cycle Zone- North,NA,0,Cycle Zone- North,Receipt,NO
20200701,Child,SSI20210631,SSI20210631,New Ref,,Cycle Zone - West,-274414.0,NA,Cycle Zone - West,Receipt,NO
20200701,Parent,SSI20210631,NA,NA,,Cycle Zone - West,NA,0,Cycle Zone - West,Receipt,NO
20200701,Child,SSI20210632,SSI20210632,New Ref,,Cycle Zone - West,-72657.0,NA,Cycle Zone - West,Receipt,NO
20200701,Parent,SSI20210632,NA,NA,,Cycle Zone - West,NA,0,Cycle Zone - West,Receipt,NO
20200701,Child,SSI20210633,SSI20210633,New Ref,,Cycle Zone - West,-99671.0,NA,Cycle Zone - West,Receipt,NO
20200701,Parent,SSI20210633,NA,NA,,Cycle Zone - West,NA,0,Cycle Zone - West,Receipt,NO
20200701,Child,SSI20210634,SSI20210634,New Ref,,Cycle Zone - West,-32008.0,NA,Cycle Zone - West,Receipt,NO
20200701,Parent,SSI20210634,NA,NA,,Cycle Zone - West,NA,0,Cycle Zone - West,Receipt,NO
20200701,Child,SSI20210635,SSI20210635,New Ref,,Everest Cycles,-87181.0,NA,Everest Cycles,Receipt,NO
20200701,Parent,SSI20210635,NA,NA,,Everest Cycles,NA,0,Everest Cycles,Receipt,NO
20200701,Child,SSI20210636,SSI20210636,New Ref,,Nareshchandra & Co.,-114464.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Parent,SSI20210636,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,SSI20210637,SSI20210637,New Ref,,Nareshchandra & Co.,-84358.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Parent,SSI20210637,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,SSI20210638,SSI20210638,New Ref,,Nareshchandra & Co.,-106717.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Parent,SSI20210638,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,SSI20210639,SSI20210639,New Ref,,Nareshchandra & Co.,-70638.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Parent,SSI20210639,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,SSI20210640,SSI20210640,New Ref,,Nareshchandra & Co.,-36995.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Parent,SSI20210640,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,400,SSI19201521,Agst Ref,,Nareshchandra & Co.,8480.38,NA,Nareshchandra & Co.,Receipt,NO
20200701,Child,400,SSI19201522,Agst Ref,,Nareshchandra & Co.,1388.0,NA,Nareshchandra & Co.,Receipt,NO
20200701,Child,400,SSI19201635,Agst Ref,,Nareshchandra & Co.,46354.62,NA,Nareshchandra & Co.,Receipt,NO
20200701,Other,400,NA,NA,,Standard Chartered Bank,NA,-56223.00,Standard Chartered Bank,Receipt,NO
20200701,Other,400,NA,NA,,Nareshchandra & Co.,NA,0,Nareshchandra & Co.,Receipt,NO
20200701,Child,0000000945,0000000945,Agst Ref,,TRACK LINE COURIER SERVICES PVT LTD,-3781.0,NA,TRACK LINE COURIER SERVICES PVT LTD,Receipt,NO
20200701,Other,0000000945,NA,NA,,ICICI Bank,NA,3781.00,ICICI Bank,Receipt,NO
20200701,Other,0000000945,NA,NA,,TRACK LINE COURIER SERVICES PVT LTD,NA,0,TRACK LINE COURIER SERVICES PVT LTD,Receipt,NO
20200701,Child,218,218,Agst Ref,,Shree Ganesh Enterpises,-21630.0,NA,Shree Ganesh Enterpises,Receipt,NO
20200701,Other,218,NA,NA,,ICICI Bank,NA,21630.00,ICICI Bank,Receipt,NO
20200701,Other,218,NA,NA,,Shree Ganesh Enterpises,NA,0,Shree Ganesh Enterpises,Receipt,NO
20200701,Child,216,216,Agst Ref,,Shree Ganesh Enterpises,-9065.0,NA,Shree Ganesh Enterpises,Receipt,NO
20200701,Other,216,NA,NA,,ICICI Bank,NA,9065.00,ICICI Bank,Receipt,NO
20200701,Other,216,NA,NA,,Shree Ganesh Enterpises,NA,0,Shree Ganesh Enterpises,Receipt,NO
20200701,Child,GIN0001614,GIN0001614,Agst Ref,,J.P. Enterprises - DTDC Courier,-2408.0,NA,J.P. Enterprises - DTDC Courier,Receipt,NO
20200701,Other,GIN0001614,NA,NA,,ICICI Bank,NA,2408.00,ICICI Bank,Receipt,NO
20200701,Other,GIN0001614,NA,NA,,J.P. Enterprises - DTDC Courier,NA,0,J.P. Enterprises - DTDC Courier,Receipt,NO
20200701,Child,VMGF/SSI/2872,VMGF/SSI/2872,Agst Ref,,VM Guard Force PVT LTD,-24838.0,NA,VM Guard Force PVT LTD,Receipt,NO
20200701,Other,VMGF/SSI/2872,NA,NA,,ICICI Bank,NA,24838.00,ICICI Bank,Receipt,NO
20200701,Other,VMGF/SSI/2872,NA,NA,,VM Guard Force PVT LTD,NA,0,VM Guard Force PVT LTD,Receipt,NO
20200701,Child,VMGF/SSI/2835,VMGF/SSI/2835,Agst Ref,,VM Guard Force PVT LTD,-24732.0,NA,VM Guard Force PVT LTD,Receipt,NO
20200701,Other,VMGF/SSI/2835,NA,NA,,ICICI Bank,NA,24732.00,ICICI Bank,Receipt,NO
20200701,Other,VMGF/SSI/2835,NA,NA,,VM Guard Force PVT LTD,NA,0,VM Guard Force PVT LTD,Receipt,NO
20200701,Child,12,12,Agst Ref,,Baba Print House,-1970.0,NA,Baba Print House,Receipt,NO
20200701,Other,12,NA,NA,,ICICI Bank,NA,1970.00,ICICI Bank,Receipt,NO
20200701,Other,12,NA,NA,,Baba Print House,NA,0,Baba Print House,Receipt,NO
20200701,Child,Sanresh-05.20,"Sanresh-05.20
",Agst Ref,,Expenses Payable - Sanresh,-5890.0,NA,Expenses Payable - Sanresh,Receipt,NO
20200701,Other,Sanresh-05.20,NA,NA,,ICICI Bank,NA,5890.00,ICICI Bank,Receipt,NO
20200701,Other,Sanresh-05.20,NA,NA,,Expenses Payable - Sanresh,NA,0,Expenses Payable - Sanresh,Receipt,NO
20200701,Child,US-06.20,US-06.20,Agst Ref,,Umesh Bhau Sable,-8000.0,NA,Umesh Bhau Sable,Receipt,NO
20200701,Other,US-06.20,NA,NA,,ICICI Bank,NA,8000.00,ICICI Bank,Receipt,NO
20200701,Other,US-06.20,NA,NA,,Umesh Bhau Sable,NA,0,Umesh Bhau Sable,Receipt,NO
20200701,Child,1800044013,1800044013,Agst Ref,,Bajaj Finserv,-1495.12,NA,Bajaj Finserv,Receipt,NO
20200701,Other,1800044013,NA,NA,,ICICI Bank,NA,1495.12,ICICI Bank,Receipt,NO
20200701,Other,1800044013,NA,NA,,Bajaj Finserv,NA,0,Bajaj Finserv,Receipt,NO
20200701,Child,1800047430,1800047430,Agst Ref,,Bajaj Finserv,-4244.4,NA,Bajaj Finserv,Receipt,NO
20200701,Other,1800047430,NA,NA,,ICICI Bank,NA,4244.40,ICICI Bank,Receipt,NO
20200701,Other,1800047430,NA,NA,,Bajaj Finserv,NA,0,Bajaj Finserv,Receipt,NO
20200701,Child,SSI20210641,SSI20210642,New Ref,,Tirupati Cycles,-39200.0,NA,Tirupati Cycles,Receipt,NO
20200701,Parent,SSI20210641,NA,NA,,Tirupati Cycles,NA,0,Tirupati Cycles,Receipt,NO
20200701,Child,SSI20210642,SSI20210642,Agst Ref,,Tirupati Cycles,-103908.0,NA,Tirupati Cycles,Receipt,NO
20200701,Parent,SSI20210642,NA,NA,,Tirupati Cycles,NA,0,Tirupati Cycles,Receipt,NO
20200701,Child,SSI20210643,SSI20210643,New Ref,,Pedal Drive,-57170.0,NA,Pedal Drive,Receipt,NO
20200701,Parent,SSI20210643,NA,NA,,Pedal Drive,NA,0,Pedal Drive,Receipt,NO
20200701,Child,SSI20210644,SSI20210644,New Ref,,Pedal Drive,-90384.0,NA,Pedal Drive,Receipt,NO
20200701,Parent,SSI20210644,NA,NA,,Pedal Drive,NA,0,Pedal Drive,Receipt,NO
20200701,Child,SSI20210645,SSI20210645,New Ref,,Pedal Drive,-4732.0,NA,Pedal Drive,Receipt,NO
20200701,Parent,SSI20210645,NA,NA,,Pedal Drive,NA,0,Pedal Drive,Receipt,NO
20200701,Child,SSI20210646,SSI20210646,New Ref,,Pro Sports & Bikes,-329495.0,NA,Pro Sports & Bikes,Receipt,NO
20200701,Parent,SSI20210646,NA,NA,,Pro Sports & Bikes,NA,0,Pro Sports & Bikes,Receipt,NO
20200701,Child,SSI20210647,SSI20210647,New Ref,,Pro Sports & Bikes,-475776.0,NA,Pro Sports & Bikes,Receipt,NO
20200701,Parent,SSI20210647,NA,NA,,Pro Sports & Bikes,NA,0,Pro Sports & Bikes,Receipt,NO
20200701,Child,SSI20210648,SSI20210648,New Ref,,Pro Sports & Bikes,-109766.0,NA,Pro Sports & Bikes,Receipt,NO
20200701,Parent,SSI20210648,NA,NA,,Pro Sports & Bikes,NA,0,Pro Sports & Bikes,Receipt,NO
20200701,Child,SSI20210649,SSI20210649,New Ref,,Pro Sports & Bikes,-36328.0,NA,Pro Sports & Bikes,Receipt,NO
20200701,Parent,SSI20210649,NA,NA,,Pro Sports & Bikes,NA,0,Pro Sports & Bikes,Receipt,NO
20200701,Child,SSI20210650,SSI20210646,New Ref,,Raj Cycles & Toys,-5508.0,NA,Raj Cycles & Toys,Receipt,NO
20200701,Parent,SSI20210650,NA,NA,,Raj Cycles & Toys,NA,0,Raj Cycles & Toys,Receipt,NO
20200701,Child,SSI20210651,SSI20210647,New Ref,,Raj Cycles & Toys,-45192.0,NA,Raj Cycles & Toys,Receipt,NO
20200701,Parent,SSI20210651,NA,NA,,Raj Cycles & Toys,NA,0,Raj Cycles & Toys,Receipt,NO
20200701,Child,SSI20210652,SSI20210648,New Ref,,Raj Cycles & Toys,-28585.0,NA,Raj Cycles & Toys,Receipt,NO
20200701,Parent,SSI20210652,NA,NA,,Raj Cycles & Toys,NA,0,Raj Cycles & Toys,Receipt,NO
20200701,Child,SSI20210653,SSI20210649,New Ref,,Raj Cycles & Toys,-4732.0,NA,Raj Cycles & Toys,Receipt,NO
20200701,Parent,SSI20210653,NA,NA,,Raj Cycles & Toys,NA,0,Raj Cycles & Toys,Receipt,NO
20200701,Child,SSI20210654,SSI20210654,New Ref,,THE CYCLE WORX,-26679.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210654,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210655,SSI20210655,New Ref,,THE CYCLE WORX,-26679.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210655,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210656,SSI20210656,New Ref,,THE CYCLE WORX,-26679.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210656,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210657,SSI20210657,New Ref,,THE CYCLE WORX,-26679.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210657,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210658,SSI20210658,New Ref,,THE CYCLE WORX,-26679.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210658,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210659,SSI20210659,New Ref,,THE CYCLE WORX,-35319.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210659,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210660,SSI20210660,New Ref,,THE CYCLE WORX,-35319.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210660,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210661,SSI20210661,New Ref,,THE CYCLE WORX,-32301.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210661,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210662,SSI20210662,New Ref,,THE CYCLE WORX,-9601.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210662,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210663,SSI20210663,New Ref,,THE CYCLE WORX,-4609.0,NA,THE CYCLE WORX,Receipt,NO
20200701,Parent,SSI20210663,NA,NA,,THE CYCLE WORX,NA,0,THE CYCLE WORX,Receipt,NO
20200701,Child,SSI20210664,SSI20210657,New Ref,,Shivdeep Cycle Track,-85221.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Parent,SSI20210664,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,SSI20210665,SSI20210658,New Ref,,Shivdeep Cycle Track,-81683.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Parent,SSI20210665,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,SSI20210666,SSI20210657,Agst Ref,,Shivdeep Cycle Track,-274322.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Parent,SSI20210666,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,SSI20210667,SSI20210657,Agst Ref,,Shivdeep Cycle Track,-76104.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Parent,SSI20210667,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,SSI20210668,SSI20210660,New Ref,,Shivdeep Cycle Track,-8387.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Parent,SSI20210668,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,401,SSI19202489,Agst Ref,,Shivdeep Cycle Track,38052.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Child,401,SSI19202490,Agst Ref,,Shivdeep Cycle Track,10452.0,NA,Shivdeep Cycle Track,Receipt,NO
20200701,Other,401,NA,NA,,Standard Chartered Bank,NA,-48504.00,Standard Chartered Bank,Receipt,NO
20200701,Other,401,NA,NA,,Shivdeep Cycle Track,NA,0,Shivdeep Cycle Track,Receipt,NO
20200701,Child,SSI20210669,SSI20210664,New Ref,,V M Cycling Boutique,-350280.0,NA,V M Cycling Boutique,Receipt,NO
20200701,Parent,SSI20210669,NA,NA,,V M Cycling Boutique,NA,0,V M Cycling Boutique,Receipt,NO
20200701,Child,SSI20210670,SSI20210668,New Ref,,V M Cycling Boutique,-9218.0,NA,V M Cycling Boutique,Receipt,NO
